id,scenario,wrongness,typicality,scenario_3,scenario_7
66,clif_fair_10_1,1,2,clif,clif_fair
66,clif_fair_11_1,3,1,clif,clif_fair
66,clif_fair_12_1,5,1,clif,clif_fair
66,clif_pure_1_1,5,0,clif,clif_pure
66,clif_pure_02_1,3,1,clif,clif_pure
66,clif_pure_03_1,5,0,clif,clif_pure
66,clif_pure_04_1,5,0,clif,clif_pure
66,clif_pure_05_1,2,0,clif,clif_pure
66,clif_pure_06_1,4,0,clif,clif_pure
66,clif_pure_07_1,5,0,clif,clif_pure
66,clif_pure_08_1,3,1,clif,clif_pure
66,clif_pure_09_1,5,2,clif,clif_pure
66,clif_pure_10_1,2,0,clif,clif_pure
66,emt_14_1,1,5,emt,emt
66,emt_15_1,1,2,emt,emt
66,emt_12_1,1,3,emt,emt
66,emt_13_1,2,3,emt,emt
66,emt_11_1,1,4,emt,emt
66,emt_10_1,1,5,emt,emt
66,emt_09_1,2,5,emt,emt
66,emt_08_1,1,4,emt,emt
66,emt_06_1,2,2,emt,emt
66,emt_05_1,1,5,emt,emt
66,emt_04_1,4,1,emt,emt
66,emt_03_1,1,4,emt,emt
66,emt_02_1,4,3,emt,emt
66,emt_01_1,4,4,emt,emt
66,graham_pure_05_1,4,0,graham,graham_pure
66,graham_pure_04_1,0,1,graham,graham_pure
66,graham_pure_03_1,0,0,graham,graham_pure
66,graham_pure_02_1,4,0,graham,graham_pure
66,graham_pure_01_1,1,0,graham,graham_pure
66,graham_fair_05_1,5,3,graham,graham_fair
66,graham_fair_04_1,4,2,graham,graham_fair
66,graham_fair_03_1,2,3,graham,graham_fair
66,graham_fair_02_1,4,0,graham,graham_fair
66,graham_fair_01_1,2,0,graham,graham_fair
66,graham_harm_05_1,5,0,graham,graham_harm
66,graham_harm_04_1,0,3,graham,graham_harm
66,graham_harm_03_1,2,3,graham,graham_harm
66,graham_harm_02_1,4,2,graham,graham_harm
66,graham_harm_01_1,5,0,graham,graham_harm
67,clif_harm_e_01_1,5,0,clif,clif_harm
67,clif_harm_e_02_1,5,0,clif,clif_harm
67,clif_harm_e_03_1,4,0,clif,clif_harm
67,clif_harm_e_04_1,2,0,clif,clif_harm
67,clif_harm_e_05_1,4,0,clif,clif_harm
67,clif_harm_e_06_1,5,0,clif,clif_harm
67,clif_harm_e_07_1,5,0,clif,clif_harm
67,clif_harm_e_08_1,5,0,clif,clif_harm
67,clif_harm_e_09_1,5,0,clif,clif_harm
67,clif_harm_e_10_1,3,0,clif,clif_harm
67,clif_harm_e_12_1,5,0,clif,clif_harm
67,clif_harm_e_13_1,3,1,clif,clif_harm
67,clif_harm_e_14_1,5,0,clif,clif_harm
67,clif_harm_e_15_1,3,0,clif,clif_harm
67,clif_harm_e_16_1,5,0,clif,clif_harm
67,clif_harm_ph_01_1,5,0,clif,clif_harm
67,clif_harm_ph_02_1,0,0,clif,clif_harm
67,clif_harm_ph_03_1,0,0,clif,clif_harm
67,clif_fair_02_1,5,0,clif,clif_fair
67,clif_fair_03_1,5,0,clif,clif_fair
67,clif_fair_04_1,4,1,clif,clif_fair
67,clif_fair_05_1,5,0,clif,clif_fair
67,clif_fair_06_1,5,0,clif,clif_fair
67,clif_fair_07_1,5,0,clif,clif_fair
67,clif_fair_08_1,5,0,clif,clif_fair
67,clif_fair_09_1,5,0,clif,clif_fair
67,clif_fair_10_1,5,0,clif,clif_fair
67,clif_fair_11_1,5,1,clif,clif_fair
67,clif_fair_12_1,5,0,clif,clif_fair
67,clif_pure_1_1,5,0,clif,clif_pure
67,clif_pure_02_1,5,0,clif,clif_pure
67,clif_pure_03_1,5,0,clif,clif_pure
67,clif_pure_04_1,5,0,clif,clif_pure
67,clif_pure_05_1,5,0,clif,clif_pure
67,clif_pure_06_1,5,0,clif,clif_pure
67,clif_pure_07_1,5,0,clif,clif_pure
67,clif_pure_08_1,5,0,clif,clif_pure
67,clif_pure_09_1,5,0,clif,clif_pure
67,clif_pure_10_1,3,0,clif,clif_pure
67,emt_14_1,3,5,emt,emt
67,emt_15_1,1,0,emt,emt
67,emt_12_1,5,0,emt,emt
67,emt_13_1,5,0,emt,emt
67,emt_11_1,1,0,emt,emt
67,emt_10_1,5,0,emt,emt
67,emt_09_1,5,0,emt,emt
67,emt_08_1,5,0,emt,emt
67,emt_05_1,3,4,emt,emt
67,emt_04_1,5,0,emt,emt
67,emt_03_1,1,1,emt,emt
67,emt_02_1,5,2,emt,emt
67,emt_01_1,5,0,emt,emt
67,graham_pure_05_1,4,0,graham,graham_pure
67,graham_pure_04_1,3,0,graham,graham_pure
67,graham_pure_03_1,5,0,graham,graham_pure
67,graham_pure_02_1,1,0,graham,graham_pure
67,graham_pure_01_1,5,0,graham,graham_pure
67,graham_fair_05_1,5,0,graham,graham_fair
67,graham_fair_04_1,4,0,graham,graham_fair
67,graham_fair_03_1,3,0,graham,graham_fair
67,graham_fair_01_1,5,0,graham,graham_fair
67,graham_harm_05_1,5,0,graham,graham_harm
67,graham_harm_04_1,5,0,graham,graham_harm
67,graham_harm_03_1,3,0,graham,graham_harm
67,graham_harm_02_1,3,0,graham,graham_harm
67,graham_harm_01_1,5,0,graham,graham_harm
68,clif_harm_e_01_1,5,5,clif,clif_harm
68,clif_harm_e_02_1,3,3,clif,clif_harm
68,clif_harm_e_03_1,4,5,clif,clif_harm
68,clif_harm_e_04_1,5,5,clif,clif_harm
68,clif_harm_e_05_1,2,5,clif,clif_harm
68,clif_harm_e_06_1,5,4,clif,clif_harm
68,clif_harm_e_07_1,3,3,clif,clif_harm
68,clif_harm_e_08_1,3,3,clif,clif_harm
68,clif_harm_e_09_1,4,1,clif,clif_harm
68,clif_harm_e_10_1,4,2,clif,clif_harm
68,clif_harm_e_11_1,4,4,clif,clif_harm
68,clif_harm_e_12_1,3,5,clif,clif_harm
68,clif_harm_e_13_1,4,5,clif,clif_harm
68,clif_harm_e_14_1,4,0,clif,clif_harm
68,clif_harm_e_15_1,4,4,clif,clif_harm
68,clif_harm_e_16_1,5,2,clif,clif_harm
68,clif_harm_ph_01_1,5,2,clif,clif_harm
68,clif_harm_ph_02_1,1,3,clif,clif_harm
68,clif_harm_ph_03_1,5,1,clif,clif_harm
68,clif_fair_02_1,4,1,clif,clif_fair
68,clif_fair_03_1,3,2,clif,clif_fair
68,clif_fair_04_1,3,3,clif,clif_fair
68,clif_fair_05_1,2,5,clif,clif_fair
68,clif_fair_06_1,3,3,clif,clif_fair
68,clif_fair_07_1,5,1,clif,clif_fair
68,clif_fair_08_1,5,2,clif,clif_fair
68,clif_fair_09_1,4,5,clif,clif_fair
68,clif_fair_10_1,5,1,clif,clif_fair
68,clif_fair_11_1,4,4,clif,clif_fair
68,clif_fair_12_1,5,1,clif,clif_fair
68,clif_pure_1_1,5,0,clif,clif_pure
68,clif_pure_02_1,4,0,clif,clif_pure
68,clif_pure_03_1,5,0,clif,clif_pure
68,clif_pure_04_1,5,0,clif,clif_pure
68,clif_pure_05_1,5,0,clif,clif_pure
68,clif_pure_06_1,5,0,clif,clif_pure
68,clif_pure_07_1,5,0,clif,clif_pure
68,clif_pure_08_1,5,0,clif,clif_pure
68,clif_pure_09_1,5,0,clif,clif_pure
68,clif_pure_10_1,5,0,clif,clif_pure
68,emt_14_1,2,5,emt,emt
68,emt_15_1,4,4,emt,emt
68,emt_12_1,5,4,emt,emt
68,emt_13_1,3,2,emt,emt
68,emt_11_1,3,5,emt,emt
68,emt_10_1,1,5,emt,emt
68,emt_09_1,3,4,emt,emt
68,emt_08_1,2,5,emt,emt
68,emt_06_1,2,2,emt,emt
68,emt_05_1,4,5,emt,emt
68,emt_04_1,5,0,emt,emt
68,emt_03_1,1,5,emt,emt
68,emt_02_1,5,1,emt,emt
68,emt_01_1,5,3,emt,emt
68,graham_pure_05_1,5,0,graham,graham_pure
68,graham_pure_04_1,1,4,graham,graham_pure
68,graham_pure_03_1,2,0,graham,graham_pure
68,graham_pure_02_1,3,0,graham,graham_pure
68,graham_pure_01_1,1,1,graham,graham_pure
68,graham_fair_05_1,5,0,graham,graham_fair
68,graham_fair_04_1,5,1,graham,graham_fair
68,graham_fair_03_1,3,4,graham,graham_fair
68,graham_fair_02_1,5,0,graham,graham_fair
68,graham_fair_01_1,4,4,graham,graham_fair
68,graham_harm_05_1,5,0,graham,graham_harm
68,graham_harm_04_1,1,5,graham,graham_harm
68,graham_harm_03_1,3,3,graham,graham_harm
68,graham_harm_02_1,5,1,graham,graham_harm
68,graham_harm_01_1,5,1,graham,graham_harm
69,clif_harm_e_01_1,3,3,clif,clif_harm
69,clif_harm_e_02_1,1,3,clif,clif_harm
69,clif_harm_e_03_1,2,3,clif,clif_harm
69,clif_harm_e_04_1,2,2,clif,clif_harm
69,clif_harm_e_05_1,2,2,clif,clif_harm
69,clif_harm_e_06_1,1,2,clif,clif_harm
69,clif_harm_e_07_1,3,1,clif,clif_harm
69,clif_harm_e_08_1,2,4,clif,clif_harm
69,clif_harm_e_09_1,1,3,clif,clif_harm
69,clif_harm_e_10_1,2,1,clif,clif_harm
69,clif_harm_e_11_1,2,2,clif,clif_harm
69,clif_harm_e_12_1,2,1,clif,clif_harm
69,clif_harm_e_13_1,3,2,clif,clif_harm
69,clif_harm_e_14_1,1,2,clif,clif_harm
69,clif_harm_e_15_1,2,3,clif,clif_harm
69,clif_harm_e_16_1,4,2,clif,clif_harm
69,clif_harm_ph_01_1,2,1,clif,clif_harm
69,clif_harm_ph_02_1,3,1,clif,clif_harm
69,clif_harm_ph_03_1,3,1,clif,clif_harm
69,clif_fair_02_1,3,1,clif,clif_fair
69,clif_fair_03_1,1,1,clif,clif_fair
69,clif_fair_04_1,1,1,clif,clif_fair
69,clif_fair_05_1,1,3,clif,clif_fair
69,clif_fair_06_1,2,3,clif,clif_fair
69,clif_fair_07_1,5,2,clif,clif_fair
69,clif_fair_08_1,3,3,clif,clif_fair
69,clif_fair_09_1,1,2,clif,clif_fair
69,clif_fair_10_1,2,2,clif,clif_fair
69,clif_fair_11_1,2,1,clif,clif_fair
69,clif_fair_12_1,5,2,clif,clif_fair
69,clif_pure_1_1,5,0,clif,clif_pure
69,clif_pure_02_1,2,0,clif,clif_pure
69,clif_pure_03_1,4,0,clif,clif_pure
69,clif_pure_04_1,5,0,clif,clif_pure
69,clif_pure_05_1,5,2,clif,clif_pure
69,clif_pure_06_1,5,0,clif,clif_pure
69,clif_pure_07_1,1,0,clif,clif_pure
69,clif_pure_08_1,4,0,clif,clif_pure
69,clif_pure_09_1,3,0,clif,clif_pure
69,clif_pure_10_1,5,0,clif,clif_pure
69,emt_14_1,2,4,emt,emt
69,emt_15_1,2,4,emt,emt
69,emt_12_1,2,3,emt,emt
69,emt_13_1,2,4,emt,emt
69,emt_11_1,2,3,emt,emt
69,emt_10_1,2,3,emt,emt
69,emt_09_1,1,4,emt,emt
69,emt_08_1,1,3,emt,emt
69,emt_07_1,1,4,emt,emt
69,emt_06_1,1,2,emt,emt
69,emt_05_1,1,3,emt,emt
69,emt_04_1,4,0,emt,emt
69,emt_03_1,2,3,emt,emt
69,emt_02_1,2,2,emt,emt
69,emt_01_1,3,2,emt,emt
69,graham_pure_05_1,3,0,graham,graham_pure
69,graham_pure_04_1,0,1,graham,graham_pure
69,graham_pure_03_1,0,0,graham,graham_pure
69,graham_pure_02_1,2,0,graham,graham_pure
69,graham_pure_01_1,1,0,graham,graham_pure
69,graham_fair_05_1,4,1,graham,graham_fair
69,graham_fair_04_1,3,1,graham,graham_fair
69,graham_fair_03_1,2,3,graham,graham_fair
69,graham_fair_02_1,3,2,graham,graham_fair
69,graham_fair_01_1,3,1,graham,graham_fair
69,graham_harm_05_1,3,1,graham,graham_harm
69,graham_harm_04_1,1,3,graham,graham_harm
69,graham_harm_03_1,2,3,graham,graham_harm
69,graham_harm_02_1,3,0,graham,graham_harm
69,graham_harm_01_1,4,3,graham,graham_harm
70,clif_harm_e_01_1,4,2,clif,clif_harm
70,clif_harm_e_02_1,2,2,clif,clif_harm
70,clif_harm_e_03_1,4,4,clif,clif_harm
70,clif_harm_e_04_1,3,3,clif,clif_harm
70,clif_harm_e_05_1,3,1,clif,clif_harm
70,clif_harm_e_06_1,2,0,clif,clif_harm
70,clif_harm_e_07_1,3,2,clif,clif_harm
70,clif_harm_e_08_1,4,3,clif,clif_harm
70,clif_harm_e_09_1,4,3,clif,clif_harm
70,clif_harm_e_10_1,1,2,clif,clif_harm
70,clif_harm_e_11_1,1,2,clif,clif_harm
70,clif_harm_e_12_1,3,1,clif,clif_harm
70,clif_harm_e_13_1,4,3,clif,clif_harm
70,clif_harm_e_14_1,1,3,clif,clif_harm
70,clif_harm_e_15_1,4,2,clif,clif_harm
70,clif_harm_e_16_1,3,1,clif,clif_harm
70,clif_harm_ph_01_1,2,0,clif,clif_harm
70,clif_harm_ph_02_1,2,1,clif,clif_harm
70,clif_harm_ph_03_1,1,0,clif,clif_harm
70,clif_fair_02_1,2,3,clif,clif_fair
70,clif_fair_03_1,3,1,clif,clif_fair
70,clif_fair_04_1,1,3,clif,clif_fair
70,clif_fair_05_1,1,4,clif,clif_fair
70,clif_fair_06_1,3,3,clif,clif_fair
70,clif_fair_07_1,4,0,clif,clif_fair
70,clif_fair_08_1,4,2,clif,clif_fair
70,clif_fair_09_1,0,3,clif,clif_fair
70,clif_fair_10_1,4,0,clif,clif_fair
70,clif_fair_11_1,3,2,clif,clif_fair
70,clif_fair_12_1,4,2,clif,clif_fair
70,clif_pure_1_1,5,0,clif,clif_pure
70,clif_pure_02_1,4,2,clif,clif_pure
70,clif_pure_03_1,5,0,clif,clif_pure
70,clif_pure_04_1,5,0,clif,clif_pure
70,clif_pure_05_1,4,2,clif,clif_pure
70,clif_pure_06_1,5,0,clif,clif_pure
70,clif_pure_07_1,5,0,clif,clif_pure
70,clif_pure_08_1,5,0,clif,clif_pure
70,clif_pure_09_1,5,1,clif,clif_pure
70,clif_pure_10_1,5,0,clif,clif_pure
70,emt_14_1,2,4,emt,emt
70,emt_15_1,2,2,emt,emt
70,emt_12_1,2,2,emt,emt
70,emt_13_1,2,1,emt,emt
70,emt_11_1,1,0,emt,emt
70,emt_10_1,0,0,emt,emt
70,emt_09_1,0,5,emt,emt
70,emt_08_1,3,3,emt,emt
70,emt_07_1,3,3,emt,emt
70,emt_06_1,0,1,emt,emt
70,emt_05_1,2,3,emt,emt
70,emt_04_1,4,1,emt,emt
70,emt_03_1,2,3,emt,emt
70,emt_02_1,3,5,emt,emt
70,emt_01_1,5,2,emt,emt
70,graham_pure_05_1,5,0,graham,graham_pure
70,graham_pure_04_1,0,0,graham,graham_pure
70,graham_pure_03_1,5,0,graham,graham_pure
70,graham_pure_02_1,5,0,graham,graham_pure
70,graham_pure_01_1,4,0,graham,graham_pure
70,graham_fair_05_1,5,0,graham,graham_fair
70,graham_fair_04_1,5,1,graham,graham_fair
70,graham_fair_03_1,1,1,graham,graham_fair
70,graham_fair_02_1,3,0,graham,graham_fair
70,graham_fair_01_1,3,0,graham,graham_fair
70,graham_harm_05_1,5,0,graham,graham_harm
70,graham_harm_04_1,1,1,graham,graham_harm
70,graham_harm_03_1,3,2,graham,graham_harm
70,graham_harm_02_1,4,1,graham,graham_harm
70,graham_harm_01_1,5,1,graham,graham_harm
71,clif_harm_e_01_1,4,3,clif,clif_harm
71,clif_harm_e_02_1,4,3,clif,clif_harm
71,clif_harm_e_03_1,5,2,clif,clif_harm
71,clif_harm_e_04_1,1,3,clif,clif_harm
71,clif_harm_e_05_1,3,3,clif,clif_harm
71,clif_harm_e_06_1,5,2,clif,clif_harm
71,clif_harm_e_07_1,5,1,clif,clif_harm
71,clif_harm_e_08_1,2,5,clif,clif_harm
71,clif_harm_e_09_1,4,5,clif,clif_harm
71,clif_harm_e_10_1,1,3,clif,clif_harm
71,clif_harm_e_11_1,4,2,clif,clif_harm
71,clif_harm_e_12_1,1,5,clif,clif_harm
71,clif_harm_e_13_1,4,2,clif,clif_harm
71,clif_harm_e_14_1,3,4,clif,clif_harm
71,clif_harm_e_15_1,4,3,clif,clif_harm
71,clif_harm_e_16_1,5,1,clif,clif_harm
71,clif_harm_ph_01_1,5,3,clif,clif_harm
71,clif_harm_ph_02_1,3,1,clif,clif_harm
71,clif_harm_ph_03_1,1,3,clif,clif_harm
71,clif_fair_02_1,5,0,clif,clif_fair
71,clif_fair_03_1,4,1,clif,clif_fair
71,clif_fair_04_1,4,4,clif,clif_fair
71,clif_fair_05_1,5,3,clif,clif_fair
71,clif_fair_06_1,4,5,clif,clif_fair
71,clif_fair_07_1,5,2,clif,clif_fair
71,clif_fair_08_1,5,2,clif,clif_fair
71,clif_fair_09_1,1,4,clif,clif_fair
71,clif_fair_10_1,5,3,clif,clif_fair
71,clif_fair_11_1,5,3,clif,clif_fair
71,clif_fair_12_1,5,2,clif,clif_fair
71,clif_pure_1_1,5,1,clif,clif_pure
71,clif_pure_02_1,4,3,clif,clif_pure
71,clif_pure_03_1,4,1,clif,clif_pure
71,clif_pure_04_1,5,1,clif,clif_pure
71,clif_pure_05_1,5,5,clif,clif_pure
71,clif_pure_06_1,5,0,clif,clif_pure
71,clif_pure_07_1,5,0,clif,clif_pure
71,clif_pure_08_1,4,3,clif,clif_pure
71,clif_pure_09_1,3,1,clif,clif_pure
71,clif_pure_10_1,5,1,clif,clif_pure
71,emt_14_1,1,5,emt,emt
71,emt_15_1,3,5,emt,emt
71,emt_12_1,3,3,emt,emt
71,emt_13_1,2,5,emt,emt
71,emt_11_1,1,3,emt,emt
71,emt_10_1,1,5,emt,emt
71,emt_09_1,4,5,emt,emt
71,emt_08_1,1,5,emt,emt
71,emt_07_1,0,3,emt,emt
71,emt_05_1,3,4,emt,emt
71,emt_04_1,5,5,emt,emt
71,emt_03_1,1,4,emt,emt
71,emt_02_1,4,2,emt,emt
71,emt_01_1,5,1,emt,emt
71,graham_pure_05_1,5,3,graham,graham_pure
71,graham_pure_04_1,0,4,graham,graham_pure
71,graham_pure_03_1,0,1,graham,graham_pure
71,graham_pure_02_1,0,0,graham,graham_pure
71,graham_pure_01_1,1,1,graham,graham_pure
71,graham_fair_05_1,4,3,graham,graham_fair
71,graham_fair_04_1,5,5,graham,graham_fair
71,graham_fair_03_1,3,2,graham,graham_fair
71,graham_fair_02_1,5,3,graham,graham_fair
71,graham_fair_01_1,4,2,graham,graham_fair
71,graham_harm_05_1,5,1,graham,graham_harm
71,graham_harm_04_1,1,4,graham,graham_harm
71,graham_harm_03_1,5,2,graham,graham_harm
71,graham_harm_02_1,3,1,graham,graham_harm
71,graham_harm_01_1,5,1,graham,graham_harm
72,clif_harm_e_01_1,2,0,clif,clif_harm
72,clif_harm_e_02_1,1,0,clif,clif_harm
72,clif_harm_e_03_1,3,0,clif,clif_harm
72,clif_harm_e_04_1,2,0,clif,clif_harm
72,clif_harm_e_05_1,3,1,clif,clif_harm
72,clif_harm_e_06_1,1,0,clif,clif_harm
72,clif_harm_e_07_1,3,0,clif,clif_harm
72,clif_harm_e_08_1,1,0,clif,clif_harm
72,clif_harm_e_09_1,2,2,clif,clif_harm
72,clif_harm_e_10_1,3,0,clif,clif_harm
72,clif_harm_e_11_1,3,1,clif,clif_harm
72,clif_harm_e_12_1,3,1,clif,clif_harm
72,clif_harm_e_13_1,1,0,clif,clif_harm
72,clif_harm_e_14_1,1,1,clif,clif_harm
72,clif_harm_e_15_1,1,2,clif,clif_harm
72,clif_harm_e_16_1,3,0,clif,clif_harm
72,clif_harm_ph_01_1,2,0,clif,clif_harm
72,clif_harm_ph_02_1,2,0,clif,clif_harm
72,clif_harm_ph_03_1,2,3,clif,clif_harm
72,clif_fair_02_1,2,0,clif,clif_fair
72,clif_fair_03_1,3,1,clif,clif_fair
72,clif_fair_04_1,3,2,clif,clif_fair
72,clif_fair_05_1,3,2,clif,clif_fair
72,clif_fair_06_1,3,0,clif,clif_fair
72,clif_fair_07_1,3,0,clif,clif_fair
72,clif_fair_08_1,3,0,clif,clif_fair
72,clif_fair_09_1,1,0,clif,clif_fair
72,clif_fair_10_1,3,0,clif,clif_fair
72,clif_fair_11_1,4,1,clif,clif_fair
72,clif_fair_12_1,5,2,clif,clif_fair
72,clif_pure_1_1,5,0,clif,clif_pure
72,clif_pure_02_1,5,0,clif,clif_pure
72,clif_pure_03_1,5,0,clif,clif_pure
72,clif_pure_04_1,0,4,clif,clif_pure
72,clif_pure_05_1,5,0,clif,clif_pure
72,clif_pure_06_1,4,0,clif,clif_pure
72,clif_pure_07_1,4,0,clif,clif_pure
72,clif_pure_08_1,3,0,clif,clif_pure
72,clif_pure_09_1,4,0,clif,clif_pure
72,clif_pure_10_1,4,0,clif,clif_pure
72,emt_14_1,1,4,emt,emt
72,emt_15_1,2,0,emt,emt
72,emt_12_1,1,0,emt,emt
72,emt_13_1,3,2,emt,emt
72,emt_11_1,1,3,emt,emt
72,emt_10_1,2,1,emt,emt
72,emt_09_1,1,0,emt,emt
72,emt_08_1,1,1,emt,emt
72,emt_07_1,1,2,emt,emt
72,emt_06_1,1,0,emt,emt
72,emt_05_1,1,4,emt,emt
72,emt_04_1,5,0,emt,emt
72,emt_03_1,2,0,emt,emt
72,emt_02_1,4,0,emt,emt
72,emt_01_1,3,1,emt,emt
72,graham_pure_05_1,5,0,graham,graham_pure
72,graham_pure_04_1,0,0,graham,graham_pure
72,graham_pure_03_1,3,0,graham,graham_pure
72,graham_pure_02_1,1,0,graham,graham_pure
72,graham_pure_01_1,5,0,graham,graham_pure
72,graham_fair_05_1,3,0,graham,graham_fair
72,graham_fair_04_1,4,2,graham,graham_fair
72,graham_fair_03_1,3,2,graham,graham_fair
72,graham_fair_02_1,5,0,graham,graham_fair
72,graham_fair_01_1,4,0,graham,graham_fair
72,graham_harm_05_1,4,0,graham,graham_harm
72,graham_harm_04_1,0,1,graham,graham_harm
72,graham_harm_03_1,3,0,graham,graham_harm
72,graham_harm_02_1,2,0,graham,graham_harm
72,graham_harm_01_1,3,0,graham,graham_harm
73,clif_harm_e_01_1,4,1,clif,clif_harm
73,clif_harm_e_02_1,3,4,clif,clif_harm
73,clif_harm_e_03_1,4,1,clif,clif_harm
73,clif_harm_e_04_1,4,1,clif,clif_harm
73,clif_harm_e_05_1,4,1,clif,clif_harm
73,clif_harm_e_06_1,4,2,clif,clif_harm
73,clif_harm_e_07_1,4,1,clif,clif_harm
73,clif_harm_e_08_1,5,0,clif,clif_harm
73,clif_harm_e_09_1,4,2,clif,clif_harm
73,clif_harm_e_10_1,2,1,clif,clif_harm
73,clif_harm_e_12_1,2,1,clif,clif_harm
73,clif_harm_e_13_1,1,2,clif,clif_harm
73,clif_harm_e_14_1,3,2,clif,clif_harm
73,clif_harm_e_15_1,3,3,clif,clif_harm
73,clif_harm_e_16_1,5,1,clif,clif_harm
73,clif_harm_ph_01_1,5,4,clif,clif_harm
73,clif_harm_ph_02_1,3,0,clif,clif_harm
73,clif_harm_ph_03_1,4,1,clif,clif_harm
73,clif_fair_02_1,4,1,clif,clif_fair
73,clif_fair_03_1,1,1,clif,clif_fair
73,clif_fair_04_1,2,3,clif,clif_fair
73,clif_fair_05_1,4,2,clif,clif_fair
73,clif_fair_06_1,4,3,clif,clif_fair
73,clif_fair_07_1,5,2,clif,clif_fair
73,clif_fair_08_1,4,2,clif,clif_fair
73,clif_fair_09_1,3,3,clif,clif_fair
73,clif_fair_10_1,3,3,clif,clif_fair
73,clif_fair_11_1,5,4,clif,clif_fair
73,clif_fair_12_1,5,4,clif,clif_fair
73,clif_pure_1_1,5,0,clif,clif_pure
73,clif_pure_02_1,5,0,clif,clif_pure
73,clif_pure_03_1,5,1,clif,clif_pure
73,clif_pure_04_1,5,0,clif,clif_pure
73,clif_pure_05_1,5,1,clif,clif_pure
73,clif_pure_06_1,5,0,clif,clif_pure
73,clif_pure_07_1,5,0,clif,clif_pure
73,clif_pure_08_1,5,0,clif,clif_pure
73,clif_pure_09_1,5,0,clif,clif_pure
73,clif_pure_10_1,5,0,clif,clif_pure
73,emt_14_1,3,3,emt,emt
73,emt_15_1,4,1,emt,emt
73,emt_12_1,3,0,emt,emt
73,emt_13_1,3,2,emt,emt
73,emt_11_1,4,2,emt,emt
73,emt_10_1,2,3,emt,emt
73,emt_09_1,3,3,emt,emt
73,emt_08_1,4,3,emt,emt
73,emt_07_1,4,2,emt,emt
73,emt_06_1,2,2,emt,emt
73,emt_05_1,2,3,emt,emt
73,emt_04_1,5,1,emt,emt
73,emt_03_1,4,3,emt,emt
73,emt_02_1,3,4,emt,emt
73,emt_01_1,4,1,emt,emt
73,graham_pure_05_1,5,0,graham,graham_pure
73,graham_pure_04_1,0,1,graham,graham_pure
73,graham_pure_03_1,2,0,graham,graham_pure
73,graham_pure_02_1,3,0,graham,graham_pure
73,graham_pure_01_1,5,0,graham,graham_pure
73,graham_fair_05_1,5,2,graham,graham_fair
73,graham_fair_04_1,5,4,graham,graham_fair
73,graham_fair_03_1,5,1,graham,graham_fair
73,graham_fair_02_1,5,1,graham,graham_fair
73,graham_fair_01_1,4,1,graham,graham_fair
73,graham_harm_05_1,5,0,graham,graham_harm
73,graham_harm_04_1,0,3,graham,graham_harm
73,graham_harm_03_1,4,3,graham,graham_harm
73,graham_harm_02_1,5,1,graham,graham_harm
73,graham_harm_01_1,5,0,graham,graham_harm
74,clif_harm_e_01_1,3,0,clif,clif_harm
74,clif_harm_e_02_1,3,4,clif,clif_harm
74,clif_harm_e_03_1,3,4,clif,clif_harm
74,clif_harm_e_04_1,2,5,clif,clif_harm
74,clif_harm_e_05_1,3,3,clif,clif_harm
74,clif_harm_e_06_1,3,3,clif,clif_harm
74,clif_harm_e_07_1,5,1,clif,clif_harm
74,clif_harm_e_08_1,3,5,clif,clif_harm
74,clif_harm_e_09_1,1,3,clif,clif_harm
74,clif_harm_e_10_1,2,5,clif,clif_harm
74,clif_harm_e_11_1,1,2,clif,clif_harm
74,clif_harm_e_12_1,1,0,clif,clif_harm
74,clif_harm_e_13_1,1,0,clif,clif_harm
74,clif_harm_e_14_1,0,5,clif,clif_harm
74,clif_harm_e_15_1,3,5,clif,clif_harm
74,clif_harm_e_16_1,3,1,clif,clif_harm
74,clif_harm_ph_01_1,3,0,clif,clif_harm
74,clif_harm_ph_02_1,0,0,clif,clif_harm
74,clif_harm_ph_03_1,0,5,clif,clif_harm
74,clif_fair_02_1,2,3,clif,clif_fair
74,clif_fair_03_1,1,0,clif,clif_fair
74,clif_fair_04_1,0,5,clif,clif_fair
74,clif_fair_05_1,2,5,clif,clif_fair
74,clif_fair_06_1,3,3,clif,clif_fair
74,clif_fair_07_1,5,1,clif,clif_fair
74,clif_fair_08_1,2,4,clif,clif_fair
74,clif_fair_09_1,2,4,clif,clif_fair
74,clif_fair_10_1,3,3,clif,clif_fair
74,clif_fair_11_1,4,3,clif,clif_fair
74,clif_fair_12_1,5,0,clif,clif_fair
74,clif_pure_1_1,5,0,clif,clif_pure
74,clif_pure_02_1,3,3,clif,clif_pure
74,clif_pure_03_1,5,0,clif,clif_pure
74,clif_pure_04_1,5,0,clif,clif_pure
74,clif_pure_05_1,5,0,clif,clif_pure
74,clif_pure_06_1,5,0,clif,clif_pure
74,clif_pure_07_1,2,0,clif,clif_pure
74,clif_pure_08_1,5,0,clif,clif_pure
74,clif_pure_09_1,5,0,clif,clif_pure
74,clif_pure_10_1,5,1,clif,clif_pure
74,emt_14_1,1,5,emt,emt
74,emt_15_1,5,5,emt,emt
74,emt_12_1,2,4,emt,emt
74,emt_13_1,3,3,emt,emt
74,emt_11_1,1,5,emt,emt
74,emt_10_1,1,5,emt,emt
74,emt_09_1,1,5,emt,emt
74,emt_08_1,1,5,emt,emt
74,emt_07_1,2,0,emt,emt
74,emt_05_1,1,4,emt,emt
74,emt_04_1,5,2,emt,emt
